COMPANY NAME,Symbol,Company_Age,Log_Issue_Price,Range_Width_pct,Days_to_List,Revenue_CAGR,PAT_CAGR,Avg_Operating_Margin,Avg_ROE_pct,Avg_ROCE_pct,Avg_DE_pct,Avg_Interest_Coverage,Avg_Assets_Turnover,Log_Latest_Revenue
Cello World Limited,CELLO,-1.0169491525423728,0.5793578573930045,-0.5368877608962278,-0.3333333333333333,-0.3420044342809936,-0.28475598093672394,0.6521607775530688,1.7764171600032441,1.5385181382614646,0.7424361185138739,7.586722039568553,0.10011376564277581,0.21782367169594646
Chemplast Sanmar Limited,CHEMPLASTS,1.2203389830508475,0.4239841405668552,-7.677865248237391,1.6666666666666667,-0.8736188556627963,-1.490702117026602,-0.4740222353178334,-1.0042170140296813,-0.7122689938398358,0.6279197366358367,-0.2804983561169752,-0.12871769868356908,0.6407967002777485
Clean Science and Technology Limited,CLEAN,0.0,0.8622838684160381,-7.187334968488879,1.3333333333333333,-0.6532687665570672,-0.4963270431641912,1.7876839752066622,0.5654853620955316,0.6777378507871321,-0.5613993833934263,7.586722039568553,-0.2925402242808386,-0.4210332405771659
Computer Age Management Services Limited,CAMS,1.0169491525423728,1.138392686277627,-11.254051254229907,1.6666666666666667,-0.3745094056489197,-0.2375251283250148,1.9898767511135258,1.9259589652096345,1.7502908966461328,-0.4273135810210586,3.4385995270231304,-0.003900536323744518,-0.08591029113366296
Concord Biotech Limited,CONCORDBIO,1.2881355932203389,0.6948459398088305,-0.34387200124949663,1.3333333333333333,-0.6059344630661031,-0.3011849458920889,1.606887067637223,0.16730192198524035,0.3606605065023956,-0.5440442598108375,7.586722039568553,-0.3959044368600682,-0.37416642985844345
Concord Enviro Systems Limited,CEWATER,0.2711864406779661,0.6470559532631587,0.3758156224395769,-0.6666666666666666,-0.3377928553799144,-0.40727532405129224,-0.12031028100489173,-0.7054577893114915,-0.5369096509240247,-0.07791189841667955,-0.19778508392455435,-0.2899398667316757,-0.8022887088101729
Corona Remedies Limited,CORONA,-0.06779661016949153,1.0048756114565984,0.24399995492278784,-0.3333333333333333,0.05821374124782541,8.157117662686192,0.016215033846729572,0.18481874949314736,0.16904517453798776,-0.39436693316611793,0.7462075330218608,0.5161709735088574,-0.1609889866520441
Craftsman Automation Limited,CRAFTSMAN,0.0,1.2966664557319774,-11.254051254229907,0.6666666666666666,0.8367923278151596,-0.028054372458539947,0.06727641926615348,-0.1246452031465413,-0.14457563312799449,0.624314155823797,-0.17598200380688697,-0.016902324069559434,1.1129760279193643
Credo Brands Marketing Limited,MUFTI,0.2711864406779661,-0.14252868698122947,0.023993328900743828,0.0,-0.04029854248059532,-0.022814676348496692,0.5072528407653291,0.29750223015165017,-0.011687200547570277,-0.5309479019700056,-0.057593585972198186,-0.1033642125792298,-0.755879586646156
Cyient DLM Limited,CYIENTDLM,0.6779661016949152,-0.18983791036053016,1.7383845845065626,1.3333333333333333,-0.29974667142878214,-0.17370102747046234,-0.2159901811445136,0.1822236639364204,-0.2245208761122518,1.0867168312692694,-0.15648612793447542,-0.07671054770030886,-0.2233537324419611
DEE Development Engineers Limited,DEEDEV,1.0169491525423728,-0.4186954124187962,-0.16783510856677886,-0.3333333333333333,0.18594575988991058,0.9831681350833416,-0.15708003629934747,-0.8525667018084503,-0.5685318275154004,0.4350734179861005,-0.23389283036280786,-0.37835202340321794,-0.30588737535207816
DOMS Industries Limited,DOMS,-0.2033898305084746,0.7499945892852482,0.18830207491719855,-0.3333333333333333,0.7214178246034123,1.3421540771491023,0.008094374934856458,0.24547887438163987,0.296492128678987,-0.2257929665046767,0.5759358597219819,0.7241995774418981,0.20739321179750056
